camara,comision,nombre,bloque,cargo
diputados,Comercio,"Casas, Sergio Guillermo",UNIÓN POR LA PATRIA,Vocal
diputados,Comercio,"Cisneros, Carlos",UNIÓN POR LA PATRIA,Vocal
diputados,Comercio,"Farías, Pablo",PROVINCIAS UNIDAS,Vocal
diputados,Comercio,"Fernández Molero, Daiana",PRO,Vocal
diputados,Comercio,"Freites, Andrea",UNIÓN POR LA PATRIA,Vocal
diputados,Comercio,"García, Carlos",LA LIBERTAD AVANZA,Vocal
diputados,Comercio,"Goitia, Rosario",LA LIBERTAD AVANZA,Vocal
diputados,Comercio,"Gruber, Maura",LA LIBERTAD AVANZA,Vocal
diputados,Comercio,"Hagman, Itai",UNIÓN POR LA PATRIA,Vocal
diputados,Comercio,"Mukdise, Jorge",UNIÓN POR LA PATRIA,Vocal
diputados,Comercio,"Patiño Brizuela, Marcos",LA LIBERTAD AVANZA,Vocal
diputados,Comercio,"Pauli, Santiago",LA LIBERTAD AVANZA,Vocal
diputados,Comercio,"Pellegrini, Agustín",LA LIBERTAD AVANZA,Vocal
diputados,Comercio,"Rauschenberger, Ariel",UNIÓN POR LA PATRIA,Vocal
diputados,Comercio,"Razzini, Verónica",LA LIBERTAD AVANZA,Vocal
diputados,Comercio,"Rizzotti, Jorge",PROVINCIAS UNIDAS,Vocal
diputados,Comercio,"Torres, Rubén Darío",LA LIBERTAD AVANZA,Vocal
diputados,Comercio,"Treffinger, César",LA LIBERTAD AVANZA,Vocal
diputados,Comercio,"Urien, Hernán",LA LIBERTAD AVANZA,Vocal
diputados,Energía y Combustibles,"Correa Llano, Facundo",LA LIBERTAD AVANZA,Presidente
diputados,Energía y Combustibles,"Luque, Juan Pablo",UNIÓN POR LA PATRIA,Presidente
diputados,Energía y Combustibles,"Verasay, Pamela Fernanda",UCR - UNIÓN CÍVICA RADICAL,Presidente
diputados,Energía y Combustibles,"Ajmechet, Sabrina",LA LIBERTAD AVANZA,Vocal
diputados,Energía y Combustibles,"Araujo Hernández, Jorge Neri",UNIÓN POR LA PATRIA,Vocal
diputados,Energía y Combustibles,"Arrúa, Alberto",INNOVACIÓN FEDERAL,Vocal
diputados,Energía y Combustibles,"Avila, Jorge Antonio",PROVINCIAS UNIDAS,Vocal
diputados,Energía y Combustibles,"de la Rosa, María Graciela",UNIÓN POR LA PATRIA,Vocal
diputados,Energía y Combustibles,"Félix, Emir",UNIÓN POR LA PATRIA,Vocal
diputados,Energía y Combustibles,"García, Álvaro",LA LIBERTAD AVANZA,Vocal
diputados,Energía y Combustibles,"Glinski, José",UNIÓN POR LA PATRIA,Vocal
diputados,Energía y Combustibles,"Gonzales, Alfredo",LA LIBERTAD AVANZA,Vocal
diputados,Energía y Combustibles,"González, Álvaro",PRO,Vocal
diputados,Energía y Combustibles,"Ianni, Ana María",UNIÓN POR LA PATRIA,Vocal
diputados,Energía y Combustibles,"Kirchner, Máximo Carlos",UNIÓN POR LA PATRIA,Vocal
diputados,Energía y Combustibles,"Laumann, Andrés Ariel",LA LIBERTAD AVANZA,Vocal
diputados,Energía y Combustibles,"Leone, Andrés",LA LIBERTAD AVANZA,Vocal
diputados,Energía y Combustibles,"Lousteau, Martín",PROVINCIAS UNIDAS,Vocal
diputados,Energía y Combustibles,"Mango, Marcelo",UNIÓN POR LA PATRIA,Vocal
diputados,Energía y Combustibles,"Mukdise, Jorge",UNIÓN POR LA PATRIA,Vocal
diputados,Energía y Combustibles,"Nuñez, José",PROVINCIAS UNIDAS,Vocal
diputados,Energía y Combustibles,"Osuna, Blanca Inés",UNIÓN POR LA PATRIA,Vocal
diputados,Energía y Combustibles,"Pareja, Sebastián",LA LIBERTAD AVANZA,Vocal
diputados,Energía y Combustibles,"Pedrali, Gabriela",UNIÓN POR LA PATRIA,Vocal
diputados,Energía y Combustibles,"Riesco, Gastón",LA LIBERTAD AVANZA,Vocal
diputados,Energía y Combustibles,"Roca, Gonzalo",LA LIBERTAD AVANZA,Vocal
diputados,Energía y Combustibles,"Sánchez Wrba, Javier",PRO,Vocal
diputados,Energía y Combustibles,"Santurio, Santiago",LA LIBERTAD AVANZA,Vocal
diputados,Energía y Combustibles,"Serquis, Adriana Cristina",UNIÓN POR LA PATRIA,Vocal
diputados,Energía y Combustibles,"Todero, Pablo",UNIÓN POR LA PATRIA,Vocal
diputados,Energía y Combustibles,"Tortoriello, Aníbal",LA LIBERTAD AVANZA,Vocal
diputados,Energía y Combustibles,"Treffinger, César",LA LIBERTAD AVANZA,Vocal
diputados,Energía y Combustibles,"Urien, Hernán",LA LIBERTAD AVANZA,Vocal
diputados,Energía y Combustibles,"Villaverde, Lorena",LA LIBERTAD AVANZA,Vocal
diputados,Energía y Combustibles,"Visconti, Gino",LA LIBERTAD AVANZA,Vocal
diputados,Comunicaciones e Informática,"Arabia, Damián",LA LIBERTAD AVANZA,Presidente
diputados,Comunicaciones e Informática,"Grabois, Juan",UNIÓN POR LA PATRIA,Presidente
diputados,Comunicaciones e Informática,"Ajmechet, Sabrina",LA LIBERTAD AVANZA,Presidente
diputados,Comunicaciones e Informática,"Almena, Carlos Alberto",LA LIBERTAD AVANZA,Vocal
diputados,Comunicaciones e Informática,"Arrieta, Lourdes Micaela",PROVINCIAS UNIDAS,Vocal
diputados,Comunicaciones e Informática,"Banfi, Karina",ADELANTE BUENOS AIRES,Vocal
diputados,Comunicaciones e Informática,"Brügge, Juan Fernando",PROVINCIAS UNIDAS,Vocal
diputados,Comunicaciones e Informática,"Cámpora, Lucía",UNIÓN POR LA PATRIA,Vocal
diputados,Comunicaciones e Informática,"Carrancio, Alejandro",LA LIBERTAD AVANZA,Vocal
diputados,Comunicaciones e Informática,"Castelnuovo, Giselle",LA LIBERTAD AVANZA,Vocal
diputados,Comunicaciones e Informática,"Fargosi, Alejandro",LA LIBERTAD AVANZA,Vocal
diputados,Comunicaciones e Informática,"Farías, Pablo",PROVINCIAS UNIDAS,Vocal
diputados,Comunicaciones e Informática,"Fernández Molero, Daiana",PRO,Vocal
diputados,Comunicaciones e Informática,"Figliuolo, Sergio",LA LIBERTAD AVANZA,Vocal
diputados,Comunicaciones e Informática,"Galmarini, Sebastián",UNIÓN POR LA PATRIA,Vocal
diputados,Comunicaciones e Informática,"Giudici, Silvana",LA LIBERTAD AVANZA,Vocal
diputados,Comunicaciones e Informática,"González, Gerardo Gustavo",INNOVACIÓN FEDERAL,Vocal
diputados,Comunicaciones e Informática,"Lemoine, Lilia",LA LIBERTAD AVANZA,Vocal
diputados,Comunicaciones e Informática,"Lluch, Enrique",LA LIBERTAD AVANZA,Vocal
diputados,Comunicaciones e Informática,"Molina, Juan Carlos",UNIÓN POR LA PATRIA,Vocal
diputados,Comunicaciones e Informática,"Noguera, Javier",INDEPENDENCIA,Vocal
diputados,Comunicaciones e Informática,"Osuna, Blanca Inés",UNIÓN POR LA PATRIA,Vocal
diputados,Comunicaciones e Informática,"Pareja, Sebastián",LA LIBERTAD AVANZA,Vocal
diputados,Comunicaciones e Informática,"Parola, María Graciela",UNIÓN POR LA PATRIA,Vocal
diputados,Comunicaciones e Informática,"Pedrali, Gabriela",UNIÓN POR LA PATRIA,Vocal
diputados,Comunicaciones e Informática,"Pokoik, Lorena",UNIÓN POR LA PATRIA,Vocal
diputados,Comunicaciones e Informática,"Potenza, Luciana",UNIÓN POR LA PATRIA,Vocal
diputados,Comunicaciones e Informática,"Soldano, Laura",LA LIBERTAD AVANZA,Vocal
diputados,Comunicaciones e Informática,"Trotta, Nicolás Alfredo",UNIÓN POR LA PATRIA,Vocal
diputados,Comunicaciones e Informática,"Verasay, Pamela Fernanda",UCR - UNIÓN CÍVICA RADICAL,Vocal
diputados,Comunicaciones e Informática,"Volnovich, Luana",UNIÓN POR LA PATRIA,Vocal
diputados,Transportes,"Rizzotti, Jorge",PROVINCIAS UNIDAS,Presidente
diputados,Transportes,"Schneider, Darío",UCR - UNIÓN CÍVICA RADICAL,Presidente
diputados,Transportes,"Basualdo, Atilio",LA LIBERTAD AVANZA,Vocal
diputados,Transportes,"Carignano, Florencia",UNIÓN POR LA PATRIA,Vocal
diputados,Transportes,"Carrancio, Alejandro",LA LIBERTAD AVANZA,Vocal
diputados,Transportes,"Chica, Jorge",UNIÓN POR LA PATRIA,Vocal
diputados,Transportes,"Chiconi, Abel",LA LIBERTAD AVANZA,Vocal
diputados,Transportes,"Cisneros, Carlos",UNIÓN POR LA PATRIA,Vocal
diputados,Transportes,"De Sensi, María Florencia",PRO,Vocal
diputados,Transportes,"Ferraro, Maximiliano",COALICION CIVICA,Vocal
diputados,Transportes,"García, Álvaro",LA LIBERTAD AVANZA,Vocal
diputados,Transportes,"García, Carlos",LA LIBERTAD AVANZA,Vocal
diputados,Transportes,"García Aresca, Ignacio",PROVINCIAS UNIDAS,Vocal
diputados,Transportes,"Giudici, Silvana",LA LIBERTAD AVANZA,Vocal
diputados,Transportes,"Giuliano, Diego A.",UNIÓN POR LA PATRIA,Vocal
diputados,Transportes,"Ianni, Ana María",UNIÓN POR LA PATRIA,Vocal
diputados,Transportes,"Ibañez, María Cecilia",LA LIBERTAD AVANZA,Vocal
diputados,Transportes,"Leone, Andrés",LA LIBERTAD AVANZA,Vocal
diputados,Transportes,"Lluch, Enrique",LA LIBERTAD AVANZA,Vocal
diputados,Transportes,"López, Jimena",UNIÓN POR LA PATRIA,Vocal
diputados,Transportes,"Macyszyn, Lorena",LA LIBERTAD AVANZA,Vocal
diputados,Transportes,"Manrique, Mario",UNIÓN POR LA PATRIA,Vocal
diputados,Transportes,"Montenegro, Juan Pablo",LA LIBERTAD AVANZA,Vocal
diputados,Transportes,"Moyano, Hugo Antonio",UNIÓN POR LA PATRIA,Vocal
diputados,Transportes,"Propato, Agustina Lucrecia",UNIÓN POR LA PATRIA,Vocal
diputados,Transportes,"Razzini, Verónica",LA LIBERTAD AVANZA,Vocal
diputados,Transportes,"Sánchez Wrba, Javier",PRO,Vocal
diputados,Transportes,"Soldano, Laura",LA LIBERTAD AVANZA,Vocal
diputados,Transportes,"Tepp, Caren",UNIÓN POR LA PATRIA,Vocal
diputados,Transportes,"Vancsik, Daniel",INNOVACIÓN FEDERAL,Vocal
diputados,Transportes,"Velázquez, M. Elena",UNIÓN POR LA PATRIA,Vocal
diputados,Economías y Desarrollo Regional,"Basterra, Luis Eugenio",UNIÓN POR LA PATRIA,Presidente
diputados,Economías y Desarrollo Regional,"Ansaloni, Pablo",LA LIBERTAD AVANZA,Presidente
diputados,Economías y Desarrollo Regional,"Sand, Nancy",UNIÓN POR LA PATRIA,Presidente
diputados,Economías y Desarrollo Regional,"Agüero, Guillermo César",UCR - UNIÓN CÍVICA RADICAL,Vocal
diputados,Economías y Desarrollo Regional,"Andino, Cristian",UNIÓN POR LA PATRIA,Vocal
diputados,Economías y Desarrollo Regional,"Andreussi, Barbara",LA LIBERTAD AVANZA,Vocal
diputados,Economías y Desarrollo Regional,"Arabia, Damián",LA LIBERTAD AVANZA,Vocal
diputados,Economías y Desarrollo Regional,"Ardohain, Martín",PRO,Vocal
diputados,Economías y Desarrollo Regional,"Arrieta, Lourdes Micaela",PROVINCIAS UNIDAS,Vocal
diputados,Economías y Desarrollo Regional,"Avico, Belén",LA LIBERTAD AVANZA,Vocal
diputados,Economías y Desarrollo Regional,"Becerra, Mónica",LA LIBERTAD AVANZA,Vocal
diputados,Economías y Desarrollo Regional,"Bianchetti, Emmanuel",PRO,Vocal
diputados,Economías y Desarrollo Regional,"Chiconi, Abel",LA LIBERTAD AVANZA,Vocal
diputados,Economías y Desarrollo Regional,"Félix, Emir",UNIÓN POR LA PATRIA,Vocal
diputados,Economías y Desarrollo Regional,"Ferrán, Abelardo",UNIÓN POR LA PATRIA,Vocal
diputados,Economías y Desarrollo Regional,"Freites, Andrea",UNIÓN POR LA PATRIA,Vocal
diputados,Economías y Desarrollo Regional,"Gallardo, María Virginia",LA LIBERTAD AVANZA,Vocal
diputados,Economías y Desarrollo Regional,"García Aresca, Ignacio",PROVINCIAS UNIDAS,Vocal
diputados,Economías y Desarrollo Regional,"Giuliano, Diego A.",UNIÓN POR LA PATRIA,Vocal
diputados,Economías y Desarrollo Regional,"Gomez, José",UNIÓN POR LA PATRIA,Vocal
diputados,Economías y Desarrollo Regional,"Gruber, Maura",LA LIBERTAD AVANZA,Vocal
diputados,Economías y Desarrollo Regional,"Lanesan Sancho, Moira",UNIÓN POR LA PATRIA,Vocal
diputados,Economías y Desarrollo Regional,"Leone, Andrés",LA LIBERTAD AVANZA,Vocal
diputados,Economías y Desarrollo Regional,"Monzón, Roxana",UNIÓN POR LA PATRIA,Vocal
diputados,Economías y Desarrollo Regional,"Moreno Ovalle, Julio",LA LIBERTAD AVANZA,Vocal
diputados,Economías y Desarrollo Regional,"Ravera, Valentina",LA LIBERTAD AVANZA,Vocal
diputados,Economías y Desarrollo Regional,"Riesco, Gastón",LA LIBERTAD AVANZA,Vocal
diputados,Economías y Desarrollo Regional,"Ruíz, Yamila",INNOVACIÓN FEDERAL,Vocal
diputados,Economías y Desarrollo Regional,"Schiaretti, Juan",PROVINCIAS UNIDAS,Vocal
diputados,Economías y Desarrollo Regional,"Tita, Paulo Agustín",UNIÓN POR LA PATRIA,Vocal
diputados,Economías y Desarrollo Regional,"Zapata, Carlos Raúl",LA LIBERTAD AVANZA,Vocal
diputados,Asuntos Municipales,"Basualdo, Carolina",PROVINCIAS UNIDAS,Presidente
diputados,Asuntos Municipales,"Banfi, Karina",ADELANTE BUENOS AIRES,Presidente
diputados,Asuntos Municipales,"Almena, Carlos Alberto",LA LIBERTAD AVANZA,Vocal
diputados,Asuntos Municipales,"Andino, Cristian",UNIÓN POR LA PATRIA,Vocal
diputados,Asuntos Municipales,"Arrieta, Lourdes Micaela",PROVINCIAS UNIDAS,Vocal
diputados,Asuntos Municipales,"Barbur, Marcelo",UNIÓN POR LA PATRIA,Vocal
diputados,Asuntos Municipales,"Basualdo, Atilio",LA LIBERTAD AVANZA,Vocal
diputados,Asuntos Municipales,"Borgatta, Alejandrina",UNIÓN POR LA PATRIA,Vocal
diputados,Asuntos Municipales,"Brügge, Juan Fernando",PROVINCIAS UNIDAS,Vocal
diputados,Asuntos Municipales,"Campo, Julieta Marisol",UNIÓN POR LA PATRIA,Vocal
diputados,Asuntos Municipales,"Correa Llano, Facundo",LA LIBERTAD AVANZA,Vocal
diputados,Asuntos Municipales,"Díaz, Fernanda",UNIÓN POR LA PATRIA,Vocal
diputados,Asuntos Municipales,"Dolce, Sergio",UNIÓN POR LA PATRIA,Vocal
diputados,Asuntos Municipales,"Fernández, Elia Marina",INDEPENDENCIA,Vocal
diputados,Asuntos Municipales,"González Estevarena, María Luisa",LA LIBERTAD AVANZA,Vocal
diputados,Asuntos Municipales,"Hadad, Raúl",UNIÓN POR LA PATRIA,Vocal
diputados,Asuntos Municipales,"Huesen, Gerardo",LA LIBERTAD AVANZA,Vocal
diputados,Asuntos Municipales,"Humenuk, Gladys",LA LIBERTAD AVANZA,Vocal
diputados,Asuntos Municipales,"Lanesan Sancho, Moira",UNIÓN POR LA PATRIA,Vocal
diputados,Asuntos Municipales,"Lluch, Enrique",LA LIBERTAD AVANZA,Vocal
diputados,Asuntos Municipales,"Montenegro, Guillermo",LA LIBERTAD AVANZA,Vocal
diputados,Asuntos Municipales,"Outes, Pablo",INNOVACIÓN FEDERAL,Vocal
diputados,Asuntos Municipales,"Peluc, José",LA LIBERTAD AVANZA,Vocal
diputados,Asuntos Municipales,"Rodríguez, Miguel",LA LIBERTAD AVANZA,Vocal
diputados,Asuntos Municipales,"Sánchez Wrba, Javier",PRO,Vocal
diputados,Asuntos Municipales,"Sand, Nancy",UNIÓN POR LA PATRIA,Vocal
diputados,Asuntos Municipales,"Schneider, Darío",UCR - UNIÓN CÍVICA RADICAL,Vocal
diputados,Asuntos Municipales,"Tepp, Caren",UNIÓN POR LA PATRIA,Vocal
diputados,Asuntos Municipales,"Velázquez, M. Elena",UNIÓN POR LA PATRIA,Vocal
diputados,Asuntos Municipales,"Vera, Andrea Fernanda",LA LIBERTAD AVANZA,Vocal
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Treffinger, César",LA LIBERTAD AVANZA,Presidente
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Taiana, Jorge",UNIÓN POR LA PATRIA,Presidente
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Benedit, Beltrán",LA LIBERTAD AVANZA,Presidente
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Mango, Marcelo",UNIÓN POR LA PATRIA,Secretario/a
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Tita, Paulo Agustín",UNIÓN POR LA PATRIA,Secretario/a
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Almirón, Lisandro",LA LIBERTAD AVANZA,Vocal
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Arrúa, Alberto",INNOVACIÓN FEDERAL,Vocal
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Bongiovanni, Alejandro",LA LIBERTAD AVANZA,Vocal
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Campero, Mariano",LA LIBERTAD AVANZA,Vocal
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Capozzi, Sergio Eduardo",PROVINCIAS UNIDAS,Vocal
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Carrancio, Alejandro",LA LIBERTAD AVANZA,Vocal
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Ferraro, Maximiliano",COALICION CIVICA,Vocal
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Frias, Maira",LA LIBERTAD AVANZA,Vocal
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Giuliano, Diego A.",UNIÓN POR LA PATRIA,Vocal
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Glinski, José",UNIÓN POR LA PATRIA,Vocal
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","González, Álvaro",PRO,Vocal
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Guzmán, Jairo",LA LIBERTAD AVANZA,Vocal
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Lanesan Sancho, Moira",UNIÓN POR LA PATRIA,Vocal
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Laumann, Andrés Ariel",LA LIBERTAD AVANZA,Vocal
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","López, Jimena",UNIÓN POR LA PATRIA,Vocal
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Luque, Juan Pablo",UNIÓN POR LA PATRIA,Vocal
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Mondaca, Soledad",LA LIBERTAD AVANZA,Vocal
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Montenegro, Juan Pablo",LA LIBERTAD AVANZA,Vocal
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Nuñez, José",PROVINCIAS UNIDAS,Vocal
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Osuna, Blanca Inés",UNIÓN POR LA PATRIA,Vocal
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Propato, Agustina Lucrecia",UNIÓN POR LA PATRIA,Vocal
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Santillán Juárez Brahim, Juliana",LA LIBERTAD AVANZA,Vocal
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Schneider, Darío",UCR - UNIÓN CÍVICA RADICAL,Vocal
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Strada, Julia",UNIÓN POR LA PATRIA,Vocal
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Urien, Hernán",LA LIBERTAD AVANZA,Vocal
diputados,"Intereses Marítimos, Fluviales, Pesqueros y Portuarios","Zago, Oscar",MID - MOVIMIENTO DE INTEGRACIÓN Y DESARROLLO,Vocal
diputados,Vivienda y Ordenamiento Urbano,"Hagman, Itai",UNIÓN POR LA PATRIA,Presidente
diputados,Vivienda y Ordenamiento Urbano,"Frias, Maira",LA LIBERTAD AVANZA,Presidente
diputados,Vivienda y Ordenamiento Urbano,"Alí, Ernesto Pipi",UNIÓN POR LA PATRIA,Presidente
diputados,Vivienda y Ordenamiento Urbano,"Álvarez, Claudio",INNOVACIÓN FEDERAL,Vocal
diputados,Vivienda y Ordenamiento Urbano,"Andrade, Javier",UNIÓN POR LA PATRIA,Vocal
diputados,Vivienda y Ordenamiento Urbano,"Arrieta, Lourdes Micaela",PROVINCIAS UNIDAS,Vocal
diputados,Vivienda y Ordenamiento Urbano,"Aveiro, Martín",UNIÓN POR LA PATRIA,Vocal
diputados,Vivienda y Ordenamiento Urbano,"Falcone, Eduardo",MID - MOVIMIENTO DE INTEGRACIÓN Y DESARROLLO,Vocal
diputados,Vivienda y Ordenamiento Urbano,"Ferraro, Maximiliano",COALICION CIVICA,Vocal
diputados,Vivienda y Ordenamiento Urbano,"Flores, Maria Gabriela",LA LIBERTAD AVANZA,Vocal
diputados,Vivienda y Ordenamiento Urbano,"Goitia, Rosario",LA LIBERTAD AVANZA,Vocal
diputados,Vivienda y Ordenamiento Urbano,"González Estevarena, María Luisa",LA LIBERTAD AVANZA,Vocal
diputados,Vivienda y Ordenamiento Urbano,"Huesen, Gerardo",LA LIBERTAD AVANZA,Vocal
diputados,Vivienda y Ordenamiento Urbano,"Humenuk, Gladys",LA LIBERTAD AVANZA,Vocal
diputados,Vivienda y Ordenamiento Urbano,"Leiva, Aldo",UNIÓN POR LA PATRIA,Vocal
diputados,Vivienda y Ordenamiento Urbano,"López Pasquali, Cecilia",UNIÓN POR LA PATRIA,Vocal
diputados,Vivienda y Ordenamiento Urbano,"Miño, Fernanda",UNIÓN POR LA PATRIA,Vocal
diputados,Vivienda y Ordenamiento Urbano,"Molinuevo, Soledad",LA LIBERTAD AVANZA,Vocal
diputados,Vivienda y Ordenamiento Urbano,"Paulón, Esteban",PROVINCIAS UNIDAS,Vocal
diputados,Vivienda y Ordenamiento Urbano,"Petrovich, María Lorena",LA LIBERTAD AVANZA,Vocal
diputados,Vivienda y Ordenamiento Urbano,"Picat, Luis Albino",LA LIBERTAD AVANZA,Vocal
diputados,Vivienda y Ordenamiento Urbano,"Ravera, Valentina",LA LIBERTAD AVANZA,Vocal
diputados,Vivienda y Ordenamiento Urbano,"Ravier, Adrián",LA LIBERTAD AVANZA,Vocal
diputados,Vivienda y Ordenamiento Urbano,"Roberto, Santiago Luis",UNIÓN POR LA PATRIA,Vocal
diputados,Vivienda y Ordenamiento Urbano,"Rodríguez, Miguel",LA LIBERTAD AVANZA,Vocal
diputados,Vivienda y Ordenamiento Urbano,"Schneider, Darío",UCR - UNIÓN CÍVICA RADICAL,Vocal
diputados,Vivienda y Ordenamiento Urbano,"Tepp, Caren",UNIÓN POR LA PATRIA,Vocal
diputados,Vivienda y Ordenamiento Urbano,"Tolosa Paz, Victoria",UNIÓN POR LA PATRIA,Vocal
diputados,Vivienda y Ordenamiento Urbano,"Urien, Hernán",LA LIBERTAD AVANZA,Vocal
diputados,Vivienda y Ordenamiento Urbano,"Velázquez, M. Elena",UNIÓN POR LA PATRIA,Vocal
diputados,Vivienda y Ordenamiento Urbano,"Yeza, Martín",PRO,Vocal
diputados,"Peticiones, Poderes y Reglamento","Castelnuovo, Giselle",LA LIBERTAD AVANZA,Presidente
diputados,"Peticiones, Poderes y Reglamento","García, María Teresa",UNIÓN POR LA PATRIA,Presidente
diputados,"Peticiones, Poderes y Reglamento","Giudici, Silvana",LA LIBERTAD AVANZA,Presidente
diputados,"Peticiones, Poderes y Reglamento","Bongiovanni, Alejandro",LA LIBERTAD AVANZA,Vocal
diputados,"Peticiones, Poderes y Reglamento","Brügge, Juan Fernando",PROVINCIAS UNIDAS,Vocal
diputados,"Peticiones, Poderes y Reglamento","Casas, Sergio Guillermo",UNIÓN POR LA PATRIA,Vocal
diputados,"Peticiones, Poderes y Reglamento","Daives, Ricardo",UNIÓN POR LA PATRIA,Vocal
diputados,"Peticiones, Poderes y Reglamento","Díaz, Fernanda",UNIÓN POR LA PATRIA,Vocal
diputados,"Peticiones, Poderes y Reglamento","Emma, Nicolás",LA LIBERTAD AVANZA,Vocal
diputados,"Peticiones, Poderes y Reglamento","Ferraro, Maximiliano",COALICION CIVICA,Vocal
diputados,"Peticiones, Poderes y Reglamento","Ferreyra, Alida",LA LIBERTAD AVANZA,Vocal
diputados,"Peticiones, Poderes y Reglamento","Galmarini, Sebastián",UNIÓN POR LA PATRIA,Vocal
diputados,"Peticiones, Poderes y Reglamento","Giampieri, Antonela",PRO,Vocal
diputados,"Peticiones, Poderes y Reglamento","Huesen, Gerardo",LA LIBERTAD AVANZA,Vocal
diputados,"Peticiones, Poderes y Reglamento","Martínez, Álvaro",LA LIBERTAD AVANZA,Vocal
diputados,"Peticiones, Poderes y Reglamento","Martínez, Germán Pedro",UNIÓN POR LA PATRIA,Vocal
diputados,"Peticiones, Poderes y Reglamento","Mayoraz, Nicolás",LA LIBERTAD AVANZA,Vocal
diputados,"Peticiones, Poderes y Reglamento","Metral Asensio, Julieta",LA LIBERTAD AVANZA,Vocal
diputados,"Peticiones, Poderes y Reglamento","Montenegro, Guillermo",LA LIBERTAD AVANZA,Vocal
diputados,"Peticiones, Poderes y Reglamento","Moreau, Cecilia",UNIÓN POR LA PATRIA,Vocal
diputados,"Peticiones, Poderes y Reglamento","Paulón, Esteban",PROVINCIAS UNIDAS,Vocal
diputados,"Peticiones, Poderes y Reglamento","Penacca, Paula Andrea",UNIÓN POR LA PATRIA,Vocal
diputados,"Peticiones, Poderes y Reglamento","Petri, Luis",LA LIBERTAD AVANZA,Vocal
diputados,"Peticiones, Poderes y Reglamento","Potenza, Luciana",UNIÓN POR LA PATRIA,Vocal
diputados,"Peticiones, Poderes y Reglamento","Quintar, Manuel",LA LIBERTAD AVANZA,Vocal
diputados,"Peticiones, Poderes y Reglamento","Ruíz, Yamila",INNOVACIÓN FEDERAL,Vocal
diputados,"Peticiones, Poderes y Reglamento","Sánchez Wrba, Javier",PRO,Vocal
diputados,"Peticiones, Poderes y Reglamento","Selva, Sabrina",UNIÓN POR LA PATRIA,Vocal
diputados,"Peticiones, Poderes y Reglamento","Tailhade, Rodolfo",UNIÓN POR LA PATRIA,Vocal
diputados,"Peticiones, Poderes y Reglamento","Vásquez, Patricia",LA LIBERTAD AVANZA,Vocal
diputados,"Peticiones, Poderes y Reglamento","Verasay, Pamela Fernanda",UCR - UNIÓN CÍVICA RADICAL,Vocal
diputados,Juicio Político,"Lemoine, Lilia",LA LIBERTAD AVANZA,Presidente
diputados,Juicio Político,"Snopek, Guillermo",UNIÓN POR LA PATRIA,Presidente
diputados,Juicio Político,"Pareja, Sebastián",LA LIBERTAD AVANZA,Secretario/a
diputados,Juicio Político,"Emma, Nicolás",LA LIBERTAD AVANZA,Secretario/a
diputados,Juicio Político,"Almirón, Lisandro",LA LIBERTAD AVANZA,Vocal
diputados,Juicio Político,"Arrúa, Alberto",INNOVACIÓN FEDERAL,Vocal
diputados,Juicio Político,"Benegas Lynch, Bertie",LA LIBERTAD AVANZA,Vocal
diputados,Juicio Político,"Bornoroni, Gabriel",LA LIBERTAD AVANZA,Vocal
diputados,Juicio Político,"Brügge, Juan Fernando",PROVINCIAS UNIDAS,Vocal
diputados,Juicio Político,"Castelnuovo, Giselle",LA LIBERTAD AVANZA,Vocal
diputados,Juicio Político,"Coletta, Mariela",PROVINCIAS UNIDAS,Vocal
